Datetime,Tweet,Prediction
2022-12-28 09:01:19+00:00,"Meskipun nggak ada perusahaan yang 100% aman dari kebocoran data, namun setidaknya perlu adanya pengetahuan tentang bagaimana cara cepat dalam menyikapi kebocoran/pencurian data yang terjadi di perusahaan ✅",positive
2022-12-28 00:39:51+00:00,@AdityaManek @hanifkate Pean pilih mendel piyambak opo tak gawe mendel?,negative
2022-12-27 14:27:57+00:00,"Dari aksi pencurian itu, pelaku mengambil laptop korban yang berisi data-data penting dan sejumlah barang lainnya.

https://t.co/EpQa2u8XG7.",negative
2022-12-27 14:21:45+00:00,Waktu Indonesia bagian menyimak cerita warga Sukawedi🫣,neutral
2022-12-27 09:58:19+00:00,"@tribunjogja Setelah kebakaran di gedung2 berkas penting. Now, pencurian data/berkas ??? 😱. Padahal gedung2 sdh tersedia fitur canggih mencegah kebakaran via teknologi, dan utk berkas ada cloud, brankas, dan koper anti pencurian?🙄🤣. Kek gini mau 4.0, AI, bukit algo? 🤥",neutral
2022-12-27 09:43:33+00:00,"@hanifkate Yaudah, kalo gt kita putus apa lanjut nih? Huft",negative
2022-12-27 08:10:28+00:00,"Pencurian data dengan menggunakan teknik phising dalam 5 tahun terakhir di Indonesia mengalami peningkatan. Hal ini disampaikan Ketua Pengelola Nama Domain Internet Indonesia (Pandi), Yudho Giri Sucahyo.

https://t.co/95SeIeUl4a",neutral
2022-12-27 07:06:05+00:00,"@hanifkate Ndak begitu kerangka berfikirnya, tempe bacem😭",negative
2022-12-27 07:03:23+00:00,@LintangLesmanaa @jawashitpost Sepenpold dadi sePENTOLd😭😭😭😭😵‍💫🔫,negative
2022-12-27 07:01:51+00:00,@jawashitpost Rowan ndak o?😭😵‍💫🔫,negative
2022-12-27 06:56:10+00:00,@hanifkate Ngga sah woy mandinya,positive
2022-12-27 06:54:53+00:00,Ngantuk bingit huft,negative
2022-12-26 12:33:00+00:00,"Hesss kojur, kui ibarat manungso wujude koyo koe Manek. Hessss ajur https://t.co/dqQSimG1aU",negative
2022-12-26 12:07:55+00:00,"@OposisiCerdas Kemarin untuk pembahasan masukan RPP Perlindungan Jaksa dalam menangani perkara, usulku di tolak, yah sebetulnya hal seperti ini dalam pencurian data...",negative
2022-12-26 08:18:36+00:00,"MPR-CSIRT: Waspada!! Pencurian data pribadi anda melalui media sosial. Abaikan pesan yang meminta untuk menginstall aplikasi, mengunduh file atau klik tautan halaman tertentu, https://t.co/JYrZ0rI3mJ https://t.co/5S8QmwsMKh",negative
2022-12-26 05:58:59+00:00,@nadazzahra2 Sebagai informasi untuk data yang diketahui tersebut tidak dapat kami pastikan namun kami sarankan untuk tidak mempublikasikan data-data pribadi di akun Sosial Media untuk menghindari pencurian data serta penyalahgunaan data ya Ibu Insane. ^Fiza,neutral
2022-12-26 03:47:02+00:00,Modus operandi rekayasa sosial seperti kasus pesan ‘nyasar’ dari kurir sedang banyak terjadi. Ada pula beberapa modus #operandi pencurian data di #marketplace yaitu #hacking melalui software yang ditanam atau wi-fi publik. Selengkapnya simak thread berikut ini. https://t.co/eMUJVynPld,negative
2022-12-26 02:49:44+00:00,Ngganyang Milo is another level of ohok-ohok yamete kudasai i like that,negative
2022-12-25 17:40:06+00:00,"@AdityaManek Mending bobo ngger, rasah sing-sing",negative
2022-12-25 05:25:51+00:00,@AdityaManek Eiyo lali mateni lokasi. Pateni sik ah ndak disidak Manek ndak disruduk huhuhu,negative
2022-12-25 05:17:59+00:00,@AdityaManek Lebay tenan to koe hmm3x,negative
2022-12-25 02:23:40+00:00,"@Fatfatim3 Transit doang, Fatiiiem",negative
2022-12-24 11:08:14+00:00,@AdityaManek @jawashitpost 😭😭😭,negative
2022-12-24 08:43:00+00:00,@ilhamseptiawan @AdityaManek Meneng koe codot ngorek😡😡,negative
2022-12-24 08:31:25+00:00,Yg dapet ginian jangan lernah sedekali coba2 masukin ya karna bisa jadi scam atau pencurian data https://t.co/YcQ7QW06VM,negative
2022-12-24 07:11:59+00:00,"@AdityaManek Mboten pareng Manek, enak ning ndonya kojur ning akhirat. Mang mapan to ndang, tak gecek2 pean. Mangsaku kok koplo terus nek menehi saran hih🥵",negative
2022-12-24 06:30:49+00:00,Info kuliner Ungaran flis,neutral
2022-12-23 15:42:29+00:00,"Abis Umbra Skull, lanjut JB Story. Pengantar bobo.",neutral
2022-12-23 14:59:54+00:00,@tiket pas isi form refund ada minta ktp dll yang bersifat privasi data diri kalau misalnya gak diproses juga refundnya bisa gak dilaporin pencurian/penyalahgunaan data diri? Kejelasan refund gak ada padahal data data kita udah di mereka... it doesn't make sense at all 🙄 https://t.co/XthDlrcqxa,negative
2022-12-23 10:40:21+00:00,@worksfess scam itu penipuan. kalo pencurian data yang pake klik klik link/teknik pengelabuan itu namanya phising.,negative
2022-12-23 10:00:19+00:00,"Kejahatan siber dapat terjadi pada siapapun, salah satu ancamannya yaitu berupa pencurian data pribadi yang dapat disalahgunakan atau bahkan diperjual-belikan kepada pihak ketiga.⁣ (cont-)

#keamanansiber #keamanandata #digitalsecurity #securitytraining #ignite #pdp #dataprivacy https://t.co/ZJ2nQorsRf",neutral
2022-12-23 06:48:46+00:00,49.KAKANWIL KEMENKUMHAM JATENG A YUSPAHRUDDIN:  Penggalian Data untuk Litmas Integrasi WBP kasus Pencurian oleh PK Bapas Nusakambanganhttps://bapasnusakambangan.beritaterbaru.co.id/penggalian-data-untuk-integrasi-wbp-kasus-pencurian-oleh-pk-bapas-nusakambangan-,negative
2022-12-22 12:37:28+00:00,"Film dokumenter yg menceritakan tentang isu pencurian data yg dilakukan Facebook, kemudian data tersebut digunakan sebagai media kampanye politik https://t.co/0tSHmzRhAm",neutral
2022-12-22 05:21:47+00:00,"Salah satu tindakan abai dalam bermedia sosial yaitu tidak pandai melindungi data pribadi yang berpotensi pada rentannya pencurian data dan tindak kejahatan.
Sehingga tindakan pencegahan kebocoran data pribadi di media sosial perlu dilakukan.

#poldasulteng 
#polripresisi https://t.co/broskXaMdC",neutral
2022-12-20 23:46:12+00:00,"satu dari sekian banyak modus dan cara pencurian data, selalu hati-hati dan bijak dalam menerima informasi https://t.co/0Px6otvcXE",negative
2022-12-20 14:25:19+00:00,Buat teman2 gadjah massage misal dapat dm link intagram tolong jangan di klick yaa... itu metode pencurian data. #pencurian data via link.,neutral
2022-12-20 14:11:29+00:00,"INDONESIA KRISIS PENGIRIMAN DARI PENCURIAN.  BAHKAN DATA DETAIL.  PAKAI PAP 😭

APA GUNANYA ALAMAT. RT. RW. NO. KEL. KEC BAHKAN PATOKAN
MOHON DONK PERBAIKI LAGI!! 
APALAGI @anteraja_id  PALING2 SERING ILANGIN
@jntexpressid  @JNECare @wahana_logistik  @Ninja @sicepat_ekspres",neutral
2022-12-20 10:09:10+00:00,"@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @Laingen2 Memang literasi digital harus ditingkatkan, supaya kasus pencurian data pribadi tidak semakin meningkat.
@kemkominfo @PlateJohnny",negative
2022-12-20 10:05:17+00:00,"@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @Laingen2 Meningkatkan literasi digital supaya kasus pencurian data pribadi bisa dicegah.
@kemkominfo @PlateJohnny",negative
2022-12-20 10:02:26+00:00,"@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @Laingen2 Literasi digital harus terus ditingkatkan, supaya pencurian data pribadi dapat dicegah.
@kemkominfo @PlateJohnny",negative
2022-12-20 05:15:24+00:00,"Saat para seniman (visual) mengkhawatirkan pelanggaran etika oleh gambar2 AI, mereka tdk sdg khawatir kehilangan pekerjaan mereka. Mereka sedang merisaukan legalitas atas pencurian karya2 mereka secara brutal di internet yg dijadikan basis data oleh AI agar bisa ""menggambar"".",neutral
2022-12-20 03:42:02+00:00,"Teknologi internet dan digital telah mengubah hidup secara drastis. Apakah kita akan membiarkan segelintir utopis di Silicon Valley dan perusahaan teknologi raksasa berkuasa? Di tengah skandal pencurian data pribadi dan manipulasi pemilu oleh raksasa teknologi,",neutral
2022-12-19 20:43:36+00:00,"Kenali Apa Itu Sniffing dan Cara Mendeteksinya, Pencurian Data yang Bisa Kuras Uang https://t.co/wJAn42uPd1",negative
2022-12-19 13:53:19+00:00,"Tidak pernah mendaftar/memasang firstmedia, tp data saya di gunakan berkali2 dan memalsukan email,nama,no tlp,ttd berati sdh termasuk pencurian data dan memalsukan data tnp persetujuan. @kemkominfo @mediakonsumen @LAPOR1708 @BPKN_RI @firstmedia_JKT @FirstMediaCares parah https://t.co/eJJw19yA1M",negative
2022-12-19 11:29:05+00:00,Waspada ! Jenis Pencurian Peretasan Data Yang Umum Terjadi Dimasyarakat https://t.co/8lD5WpnYst,negative
2022-12-19 10:11:12+00:00,Waspada Aplikasi Pencurian Data Pribadi Melalui Pesan Whatsapp Modus Penipuan Kurir Paket https://t.co/zU5hQMG377,negative
2022-12-19 00:45:03+00:00,"Sebelum tergiur promosi belanja jelang Natal, konsumen perlu memastikan situs belanja yang mereka kunjungi adalah sah atau asli supaya tidak mengalami penipuan atau pencurian data pribadi.  https://t.co/Qz6h0Qs6QU",neutral
2022-12-18 12:19:04+00:00,"Salah satu faktor yang memungkinkan terjadinya pencurian data pribadi adalah minimnya literasi digital seseorang. Oleh karenanya kita harus meningkatkan kemampuan tersebut untuk sebagai syarat minimum menuju transformasi digital.

@kemkominfo
@PlateJohnny https://t.co/KjWdJugxRo",negative
2022-12-18 01:49:43+00:00,@vidio Ini kayaknya ada pencurian data ya? Akun saya dipake orang lain.,negative
2022-12-17 13:24:35+00:00,"Hai hai selamat malam sobat diskominfo 👋😊

Gerbang pertama dalam pencurian data itu adalah kekuatan password. Kalo passwordnya kuat, itu bakal mempersulit hacker untuk membobol data kalian. Terus, password yang kuat tuh yang kaya gimana sih? Berikut admin kasih tipsnya 😊 https://t.co/rjTRFIISmW",neutral
2022-12-17 12:16:25+00:00,@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @hatimu_sakit @Laingen2 Maraknya pencurian data pribadi menjadi fokus kominfo untuk mendorong peningkatan literasi digital @kemkominfo,neutral
2022-12-17 11:02:52+00:00,@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @hatimu_sakit @Laingen2 waspada pencurian data. @PlateJohnny @kemkominfo,negative
2022-12-17 10:58:57+00:00,@hyang_wisnu @kemkominfo @PlateJohnny @KemensetnegRI @mak_iyik @SholihuddinMW @fadjroeL @nuradisetyo @AmirDwi13 @hatimu_sakit @Laingen2 pentingnya peningkatan literasi untuk mencegah pencurian data. @PlateJohnny @kemkominfo,negative
2022-12-17 04:25:33+00:00,"Kominfo Dorong Peningkatan Literasi Digital untuk Cegah Pencurian Data Pribadi

Kementerian Komunikasi dan Informatika (Kominfo) menilai, literasi digital adalah hal yang penting untuk membantu memahami krusialnya perlindungan data pribadi dan transformasi digital. https://t.co/7oOWzbYXJe",neutral
2022-12-17 01:49:52+00:00,Otoritas Jasa Keuangan (OJK) mengeluarkan peringatan soal kejahatan sniffing alias pencurian data oleh hacker melalui jaringan internet. https://t.co/BBA3o0a8aJ,negative
2022-12-16 23:33:02+00:00,"Ujung2nya kontribusi pencurian terbesar ga cuman pengguna AInya tapi ya data scientist.

Sekarang kalo ga mau munafik ya jangan cuma ngerujak penggunanya, data scientistnya enak banget sehat2 aja. Tapi orang kan lebih suka ngerujak mutualnya.

Jadi yang dibelain artnya atau ego?",negative
2022-12-16 12:03:32+00:00,Kominfo Dorong Peningkatan Literasi Digital untuk Cegah Pencurian Data Pribadi https://t.co/oZhgKDKkzo,positive
2022-12-16 00:51:20+00:00,Otoritas Jasa Keuangan (OJK) mengeluarkan peringatan soal kejahatan sniffing alias pencurian data oleh hacker melalui jaringan internet. https://t.co/SBrt1AniNT,negative
2022-12-16 00:25:09+00:00,"Selamat pagi mas @gibran_tweet. Daerah uns menjelang akhir semester banyak kejadian pencurian, hal ini didapat dari tuturan warga, tetangga dan saya sendiri sebagai korban dengan kehilangan macbook yang isinya data thesis dan pekerjaan penting. https://t.co/mMqroTNlpz",negative
2022-12-15 22:48:59+00:00,"@pramuliaa @BNICustomerCare kegiatan illegal, melakukan pencurian data, dan membuat kerugian. Apa ini disebut dg BANK yg benar. Jelas-2 sangat merugikan. Ap bedanya PINJOL. Ini @ojkindonesia ap tindakannya, apa guna literasi dan edukasi keuangan klo sprti ini",negative
2022-12-15 12:21:24+00:00,"@coybarker Tidak semua orang butuh terobosan.
Manusia butuh keamanan, melalui teknologi banyak pencurian data dan cara kerja serta privacy kerja.
Kejahatan cyber merajalela.

Manusia tidak mau lagi berfikir , mencuri dan mencuri hasil pemikiran orang lain.

Harus ada polisi cyber dunia.",neutral
2022-12-15 08:38:40+00:00,"ada beberapa cara yang bisa meminimalisir risiko penipuan atau pencurian data. Yuk simak cara aman bertransaksi online yang bisa kamu terapkan.

#PDIPerjuangan
#GenerasiGotongRoyong
#MudaBerjuang 
#DPPBMI
#BantengMudaIndonesia",neutral
2022-12-15 08:23:12+00:00,@Askrlfess Waduh coba langsung di urus pernah ada kasus pencairan kredit gini ternyata ada pencurian data dan pemilik data tdk tau tiba” kredit cair. Serem nder ntar bisa” lu yg suruh nyicil apalagi bunganya gede 😐,negative
2022-12-15 07:44:08+00:00,@hyang_wisnu @PlateJohnny setuju perlu ada pengendalian agar tidak terjadi pencurian pemroses data pribadi. @PlateJohnny @kemkominfo,negative
2022-12-15 03:30:30+00:00,"Apabila jika dilihat dari data kasus semenjak 3 bulan terakhir, kasus pencurian motor di sby semakin meningkat. Dari informasi yang ada, Sebanyak 74 pelaku pencurian kendaraan bermotor. Mayoritas mereka masih di bawah umur dan residivis. #Pencurianmotor_surabaya https://t.co/pztasvbdIE",neutral
2022-12-15 03:29:50+00:00,"Apabila jika dilihat dari data kasus semenjak 3 bulan terakhir, kasus pencurian motor di sby semakin meningkat. Dari informasi yang ada, Sebanyak 74 pelaku pencurian kendaraan bermotor. Mayoritas mereka masih di bawah umur dan residivis. #Pencurianmotor_surabaya https://t.co/wp4rEsO3wN",neutral
2022-12-14 11:20:00+00:00,"Apabila terjadi pencurian data pribadi oleh hacker yang mengakibatkan kerugian finansial bagi pemilik data pribadi, bagaimana penyelesaian sengketa pelindungan data pribadi secara non litigasi?
https://t.co/1tyQeRAA21",neutral
2022-12-13 14:14:37+00:00,Bahaya Gunakan Lensa AI: Pornografi Hingga Pencurian Data Pribadi https://t.co/exK3G9vGdM,negative
2022-12-13 10:37:17+00:00,"Untuk menghindari pencurian data pribadi atau penyalahgunaan data, #TemanPendanaan bisa mengikuti beberapa tips aman berikut ya!

#FintechAmanDanNyaman #PilihYangLegal #Pinjol #Fintech #AFPI #PendanaanUntukKebaikan https://t.co/gR7i1o86mo",positive
2022-12-13 09:17:10+00:00,"@bsakcawa @zksjsnwwot @idextratime nih lu kan anak informatika ya. coba bisa ga bikin aplikasi yang kualitasnya sama kayak orang barat, macem google, meta, dll? kenapa aplikasi bikinan lu &amp; anak bangsa lainnya sering down? kenapa kena pencurian data? kenapa sering bug?",negative
2022-12-13 09:04:04+00:00,"@VolKnonKloV_ Jangan dibuka, itu link pencurian data. Abis lu click pasti akun lu ke hack dan ngirim link2 kayak gitu ke org2 lain",negative
2022-12-12 23:21:51+00:00,"@tradingforlyf wkwk leh ugha. Just saran si, kalo mau coba2 baiknya kalo input nomor rekeningnya ngasal aja ya, khawatir modus pencurian data 🌚",neutral
2022-12-12 23:21:11+00:00,"Awas lo, modus pencurian data untuk bobol rekening marak.. #bupati #meranti #KaesangPangarep #DataScience 
https://t.co/YtsnN53JP8",neutral
